DateTime,SiteCode,SampleCode,SamplingMethod,SampleType,SampleMedium,pH,pH,Temp,EC,DO,Alkalinity,TIC,TOC,TN,F,Cl,NO2,Br,NO3,SO4,PO4,Ca,Mg,Na,K,Sr,Si,B,Be9,Al27,Si28,P31,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Y89,Mo98,Ag107,Cd114,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,TI205,Pb208,U238,d13C-DIC,dD,d18O,NH4-N,Ortho-P,FI,HIX,SUVA254,SamplingNote
MST,,,,,,pH,pH,degC,uS/cm,%,meq/kg,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ug/L,ug/L,ng/L,‰,‰,‰,mg/L,mg/L,nm/nm,nm/nm,au,
(Detection limit),,,,,,,,,,,0.2,0.00023,0.00026,0.0002,0.11,2.5,0.13,0.16,0.25,2.5,0.22,0.14,0.04,0.015,0.012,0.006,0.024,0.004,0.042,0.096,0.684,0.723,0.027,0.003,0.003,0.012,0.006,0.0014,0.003,0.006,0.045,0.015,0.057,0.342,0.003,0.0003,0.006,0.003,0.003,0.003,0.429,0.204,0.255,1.23,0.87,0.61,2.41,0.204,0.876,0.231,0.255,0.228,0.762,0.057,0.468,0.678,0.54,,0.4,0.1,0.01,0.01,,,,
(Lab Method),,,,,,PH_EC1,PH_EC2,OxyTem,PH_EC1,OxyTem,GA_titration,TOC-VCSH,TOC-VCSH,TOC-VCSH,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,DionexIC3000,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-OES,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ThermoQuest,WIA_LGR,WIA_LGR,SmartChem200,SmartChem200,Fluoromax4,Fluoromax4,UV_Vis,
3/21/2011 11:00,FLUME_MCZOB,JEMEZ_S223,GRAB,Grab,Surface water,-9999,6.45,-9999,-9999,-9999,-0.38,3.657,12.74,0.579,0.1455,2.7364,0.0429,0.08,0.1376,13.0226,0.5241,11.5723,1.1919,3.871,5.888,0.0414,10.6,0.0062,0.192,344.3175,10600,73.5,15.73,0.706,0.185,15.9,244,0.137,0.859,3.99,4.09,0.5,0.1296,1620,0.0015,0.0001,0.011,0.024,0.055,20.6,1080,2190,304,696,308,52.6,324,48.7,282.65,58.4,168.6,23.5,159.9,24.6,0.0705,0.33,229,-16.9,-94.9,-13.2,0.05,0.028,1.33,4.169,0.01,
3/21/2011 16:15,FLUME_MCZOB,JEMEZ_S224,GRAB,Grab,Surface water,-9999,6.55,-9999,-9999,-9999,-0.42,3.732,12.51,0.563,0.0292,2.5535,0.0448,0.08,0.2804,11.9828,0.5726,6.7945,0.7486,1.5702,3.5552,0.0389,8.3,0.0063,0.1635,180.9227,8300,60.2,23.83,0.619,0.237,7.19,230,0.145,0.892,4.4,4.52,0.506,0.1088,1640,0.0015,0.0014,0.003,0.039,0.056,19.1,1120,1890,310,893,315,52.6,334,49.1,290.65,59.4,168.6,24.2,157.9,24.8,0.0658,0.262,148,-9999,-96.7,-13.3,0.044,0.033,1.34,3.213,0.008,
3/21/2011 14:30,FLUME_MCZOB,JEMEZ_S225,GRAB,Grab,Surface water,-9999,6.75,-9999,-9999,-9999,-0.16,3.495,12.75,0.62,0.1136,2.5117,0.065,0.08,0.125,11.6038,0.4804,6.6046,0.6956,1.401,3.4196,0.0381,7.53,0.0074,0.144,126.426,7530,59.2,17.13,0.599,0.206,4.79,206,0.197,0.844,4.95,4.74,0.465,0.1104,1600,0.0015,0.0063,0.006,0.025,0.058,18.8,1060,1860,305,863,300,49.9,318,47.3,276.65,56.6,164.6,23.7,155.9,24.6,0.0592,0.204,130,-14.7,-96.4,-13.2,0.038,0.033,1.33,4.723,0.013,
3/21/2011 15:00,FLUME_UR,JEMEZ_S226,GRAB,Grab,Surface water,7,7.4,3.1,-9999,70.5,-0.24,5.751,5.03,0.392,0.3338,5.5152,0.1381,0.08,0.4314,24.6599,0.7171,9.9324,0.8758,4.8078,1.5746,0.0751,9.13,0.0136,0.057,86,9130,21.7,2.91,0.287,0.0676,3.09,63.2,0.0611,0.448,0.845,1.44,0.233,0.0038,168,0.109,0.0001,0.006,0.108,0.034,14.2,146,282,39.8,63,29.1,6.31,35,4.82,28.65,6.13,16.4,2.376,16.7,2.657,0.0519,0.0238,23,-6.7,-86.8,-12.4,0.026,0.024,1.38,6.988,0.039,
3/21/2011 15:30,FLUME_LJ,JEMEZ_S227,GRAB,Grab,Surface water,7.8,7.2,8.2,-9999,73.6,-0.43,5.188,4.199,0.217,0.2807,2.597,0.065,0.08,0.125,12.4825,0.6135,7.0617,0.7434,5.2374,1.3456,0.0488,8.9,0.0159,0.002,177,8900,42.3,4.12,0.522,0.0898,1.66,97.4,0.0668,0.352,1.294,2.22,0.616,0.064,220,0.348,0.0001,0.003,0.0015,0.054,16.5,221,424,54.6,75.9,41.2,7.99,48.4,6.86,38.55,7.94,21.8,2.89,18.3,2.858,0.0437,0.0406,24.8,-9999,-85.4,-12.2,0.011,0.041,-9999,-9999,-9999,
3/21/2011 15:45,FLUME_RM,JEMEZ_S228,GRAB,Grab,Surface water,6.8,7.1,10,-9999,66.6,-0.4,5.064,2.334,0.201,0.3462,0.9184,0.065,0.08,0.125,3.5031,0.8087,4.28,0.3663,4.4921,0.6748,0.0274,10.2,0.0058,0.029,78,10200,254,1.82,0.533,0.0858,0.38,35.5,0.02,0.2214,0.3335,1.41,2.11,0.0592,118,1.01,0.0001,0.003,0.0015,0.076,4.34,106,239,24.2,0.615,13.2,2.63,20.2,2.89,17.95,4.09,11.43,1.52,10.79,1.773,0.0326,0.0047,13.5,-9999,-78.8,-11.3,0.025,0.246,1.32,3.182,0.084,
3/17/2011 16:30,FLUME_UJ,JEMEZ_S229,GRAB_Auto,Grab,Surface water,-9999,7.1,-9999,-9999,-9999,-9999,4.816,5.745,0.3799,0.1543,1.6037,0.065,0.08,0.3644,4.5252,0.5797,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-97.4,-13.5,0.024,0.02,-9999,-9999,-9999,
3/18/2011 16:30,FLUME_UJ,JEMEZ_S230,GRAB_Auto,Grab,Surface water,-9999,7.1,-9999,-9999,-9999,-9999,4.78,5.907,0.3791,0.028,1.5044,0.065,0.08,0.125,3.9486,0.3253,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-96.5,-13.5,0.035,0.02,-9999,-9999,-9999,
3/19/2011 16:30,FLUME_UJ,JEMEZ_S231,GRAB_Auto,Grab,Surface water,-9999,7.1,-9999,-9999,-9999,-9999,4.518,6.119,0.4314,0.1744,1.4375,0.065,0.08,0.125,3.9871,0.4767,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-97.8,-13.7,0.034,0.019,-9999,-9999,-9999,
3/20/2011 16:30,FLUME_UJ,JEMEZ_S232,GRAB_Auto,Grab,Surface water,-9999,7.1,-9999,-9999,-9999,-9999,4.765,5.936,0.3825,0.1843,1.4783,0.048,0.08,0.125,4.6566,0.5128,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-93.4,-13.1,0.023,0.015,-9999,-9999,-9999,
3/21/2011 10:15,FLUME_UJ,JEMEZ_S233,GRAB,Grab,Surface water,7.6,6.4,0.8,-9999,66.8,-0.35,4.97,5.651,0.385,0.1952,1.385,0.065,0.08,0.1157,4.8084,0.5821,5.3975,0.7785,3.1502,1.6253,0.0336,10.5,0.0042,0.066,69.4247,10500,15.79,7.32,0.412,0.12,2.31,149,0.052,0.415,0.571,2.14,0.27,0.0765,464,0.224,0.0036,0.003,0.008,0.029,17.9,317,545,80.8,187,73.5,13,82.2,12.2,75.65,16.4,47.6,6.61,48.5,7.85,0.0261,0.0697,48,-13.2,-92.1,-13.1,0.019,0.015,1.35,3.253,0.016,
3/21/2011 12:00,FLUME_LJ,JEMEZ_S234,GRAB,Grab,Surface water,7.7,7.1,1.2,-9999,65.2,-0.37,4.521,7.96,0.415,0.05,1.9573,0.065,0.08,0.0812,6.4211,0.5467,4.7186,0.6961,2.9443,2.1448,0.037,7.71,0.0046,0.047,77.7988,7710,20.7,11.63,0.667,0.225,6.93,255,0.192,0.644,2.64,2.29,0.318,0.0845,607,0.266,0.0053,0.003,0.004,0.042,19.3,544,1100,140,219,117,20.2,119,18.4,105.65,21.7,65.6,9.34,59.9,9.58,0.0271,0.133,70.9,-9999,-99.4,-13.8,0.046,0.016,1.34,3.634,0.02,
3/21/2011 12:30,FLUME_HG,JEMEZ_S235,GRAB,Grab,Surface water,7.1,6.9,4,-9999,69.7,-0.44,2.38,4.383,0.247,0.1844,1.6075,0.0779,0.08,0.3088,5.2809,0.4914,2.8097,0.4873,1.9294,0.8508,0.0193,8.35,0.0045,0.059,491.2037,8350,5.42,15.03,0.511,0.296,3.25,303,0.0662,0.359,0.82,2.12,0.182,0.0874,511,5.05,0.0001,0.003,0.0655,0.1039,3.54,561,1370,132,11.2,103,11.8,104,14.9,87.85,18.1,53.2,7.5,52.1,7.97,0.234,0.1388,57,-11.7,-89.8,-12.6,0.019,0.007,1.34,1.896,0.058,
3/21/2011 9:15,FLUME_LLJ,JEMEZ_S236,GRAB,Grab,Surface water,7.1,7.2,1.7,-9999,69.9,-0.42,3.91,2.011,0.218,0.2381,0.9373,0.065,0.08,0.2084,3.5064,0.4761,3.8797,0.39,2.0982,0.5681,0.0255,6.61,0.0028,0.033,68.3,6610,25.3,1.48,0.167,0.0375,0.989,28.9,0.0197,0.1306,0.251,0.71,0.159,0.0204,129,0.0197,0.0001,0.003,0.0772,0.023,5.44,86.2,247,24.6,4.28,17,3.27,24.8,3.25,21.45,4.39,12.7,1.71,11.79,2.0244,0.0322,0.0064,16.5,-10.4,-89.8,-12.9,0.032,0.027,1.44,2.707,0.034,
3/21/2011 13:30,VGJJ7,JEMEZ_S237,GRAB,Grab,Surface water,6.7,7.3,8.9,-9999,78.7,-0.37,6.966,4.055,0.239,0.9404,2.6374,0.0395,0.08,0.125,2.9386,0.7674,9.034,1.1621,13.0513,7.3487,0.0284,14.6,0.0062,0.075,252.795,14600,18.8,7.96,0.939,0.238,7.52,175,0.146,0.404,2.58,2.02,0.814,0.0418,325,1.09,0.0057,0.037,0.029,0.071,12.3,322,625,78.7,106,58.2,9.93,68.3,9.9,55.95,11.2,32.9,4.72,30.3,4.95,0.049,0.1009,71.4,-9999,-86.7,-12.1,0.02,0.016,1.29,2.186,0.053,
3/21/2011 12:45,VGJJ9,JEMEZ_S238,GRAB,Grab,Surface water,7.5,7.4,7.1,-9999,73.3,-0.08,8.128,3.405,0.227,0.7993,1.5264,0.065,0.0077,0.0787,2.4512,0.4486,4.564,0.83,8.3,1.1975,0.0285,15.7,0.0069,0.048,184,15700,9.86,4.84,0.828,0.215,4.22,111,0.194,0.315,1.65,2.01,0.761,0.0484,222,1.34,0.0042,0.003,0.017,0.056,11,213,429,55.8,66.3,41.1,7.8,44.1,6.66,37.85,7.89,23,3.43,20.7,3.2,0.0389,0.0617,56.3,-9999,-85.7,-11.9,0.018,0.014,1.29,2.87,0.045,
3/17/2011 0:00,VGJJ9,JEMEZ_S239,GRAB_Auto,Grab,Surface water,-9999,7.2,-9999,-9999,-9999,-9999,7.227,3.601,0.2644,0.6959,2.6715,0.0217,0.08,0.0389,2.2018,0.3688,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-86.3,-12.1,0.032,0.013,-9999,-9999,-9999,
3/23/2011 11:00,FLUME_UJ,JEMEZ_S240,GRAB,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,4.03,5.151,0.423,0.0378,1.6809,0.065,0.08,0.125,5.452,0.6273,5.4056,0.7057,2.9485,1.5293,0.0342,11.1,0.0043,0.071,182,11100,18.8,4.1,0.325,0.0705,1.82,97.9,0.0422,0.373,0.6,1.67,0.239,0.0638,363,0.233,0.0001,0.003,0.006,0.033,11.8,213,385,59,144,52.9,9.25,62,9.2,57.45,11.9,36.9,5.35,36,6.32,0.0157,0.0442,39.7,-11.4,-89.4,-12.8,-0.004,0.022,1.37,4.722,0.048,
3/21/2011 14:30,FLUME_UJ,JEMEZ_S241,GRAB_Auto,Grab,Surface water,-9999,6.2,-9999,-9999,-9999,-9999,3.805,5.797,0.372,0.0619,2.0406,0.065,0.08,0.5481,5.0744,0.5643,5.4582,0.6941,2.9247,1.6848,0.0336,10.3,0.0042,0.051,108.9571,10300,17.08,7.12,0.387,0.093,2.65,134,0.0463,0.423,0.825,2.32,0.262,0.0563,495,0.212,0.0544,0.003,0.015,0.032,12.2,314,592,83.7,184,78.4,12.2,85.6,13.4,81.05,16.9,50.7,7.39,51,8.32,0.0198,0.1342,53.2,-9999,-91,-13,-0.012,0.016,1.37,4.971,0.048,
3/22/2011 14:30,FLUME_UJ,JEMEZ_S242,GRAB_Auto,Grab,Surface water,-9999,6.5,-9999,-9999,-9999,-9999,3.72,5.888,0.367,0.0102,1.3601,0.065,0.08,0.125,4.0886,0.5069,5.1523,0.6502,2.5966,1.7215,0.0314,8.9,0.0043,0.044,261.703,8900,13.57,6.02,0.411,0.121,1.43,135,0.0513,0.41,1.64,2.27,0.26,0.1255,445,0.179,0.0001,0.003,0.0015,0.03,11.5,318,519,82.2,201,71.2,11.6,78.9,11.8,70.45,16,45.3,6.92,45.5,7.75,0.0109,0.053,35.1,-9999,-93.5,-13.2,-0.008,0.017,1.38,5.366,0.048,
3/23/2011 12:00,FLUME_LLJ,JEMEZ_S243,GRAB,Grab,Surface water,-9999,6.4,-9999,-9999,-9999,-0.08,2.407,1.981,0.278,0.0277,1.3935,0.065,0.08,0.125,3.2705,0.5994,3.5164,0.3008,1.6606,0.5,0.0229,6.09,0.0025,0.022,29.5,6090,26,0.635,0.142,0.0326,0.249,14.6,0.0158,0.1545,0.756,0.971,0.134,0.0361,75.3,0.0114,0.0001,0.003,0.006,0.016,4.59,49,118,13.2,12,7.06,2.064,14.1,1.76,12.05,2.58,7.37,1.15,6.85,1.102,0.004,0.339,5.31,-10.5,-88.6,-12.8,-0.01,0.03,1.4,5.912,0.035,
3/22/2011 16:00,FLUME_MCZOB,JEMEZ_S244,GRAB_Auto,Grab,Surface water,-9999,6.3,-9999,-9999,-9999,-9999,2.048,12.83,0.555,0.0033,2.1664,0.065,0.08,0.125,11.5607,0.5302,6.8959,0.6125,1.2656,3.1032,0.0385,7.22,0.0055,0.1506,101.8166,7220,39.3,15.03,0.528,0.204,11,203,0.12,0.907,3.52,9.48,0.431,0.1261,1360,0.0015,0.0001,0.014,0.057,0.049,17.4,878,1590,256,746,258,45,274,40,239.65,48.8,148.6,20.6,141.9,22.3,0.0129,0.185,113,-9999,-95.7,-13.2,-0.001,0.026,1.34,5.114,0.011,
3/23/2011 14:00,FLUME_MCZOB,JEMEZ_S245,GRAB,Grab,Surface water,-9999,6.6,-9999,-9999,-9999,-0.17,1.966,9.786,0.46,0.2155,2.0083,0.065,0.08,0.125,10.349,0.4626,5.763,0.505,0.746,2.4938,0.033,5.86,0.0042,0.122,115.0502,5860,42.7,13.83,0.461,0.162,4.41,156,0.0758,0.645,1.47,3.11,0.348,0.1126,1110,0.0015,0.0001,0.003,0.1373,0.038,15.6,737,1430,209,517,204,35.9,216,32.9,193.65,40.1,117.6,16.9,111.9,18,0.0123,0.187,86.5,-15.7,-90.3,-12.5,0.014,0.034,1.33,6.217,0.015,
3/23/2011 15:00,FLUME_MCZOB,JEMEZ_S246,GRAB,Grab,Surface water,-9999,7,-9999,-9999,-9999,-0.12,2.142,10.35,0.592,0.2406,1.9706,0.065,0.08,0.125,11.0232,0.5188,9.2881,0.8789,1.6471,4.1883,0.0362,7.24,0.0049,0.144,219.1825,7240,51.2,12.73,0.544,0.226,3.6,209,0.0847,0.895,1.69,3.68,0.365,0.1296,1340,0.0015,0.0001,0.004,0.0819,0.043,17.4,949,1780,262,676,263,44.5,268,41.2,237.65,48.8,142.6,20,134.9,22,0.0153,0.226,114,-14.4,-90.8,-12.7,0.011,0.035,1.32,5.168,0.016,
3/23/2011 15:00,FLUME_LLJ,JEMEZ_S247,GRAB_Auto,Grab,Surface water,-9999,6.6,-9999,-9999,-9999,-9999,2.483,2.307,0.186,0.0176,1.2118,0.0445,0.08,0.125,3.2278,0.4709,5.214,0.4738,3.0073,1.0558,0.024,6.42,0.0035,0.014,45.7,6420,29.6,0.954,0.191,0.0478,0.329,20,0.016,0.1561,1.199,1.69,0.178,0.0436,94.2,0.0016,0.0531,0.003,0.0015,0.016,5.02,66.1,157,17.8,14.6,10.4,2.67,17.3,2.41,14.35,3.08,9.17,1.18,8.74,1.469,0.234,0.22,6.23,-9999,-89.4,-12.7,-0.011,0.031,-9999,-9999,-9999,
3/23/2011 16:00,FLUME_LLJ,JEMEZ_S248,GRAB,Grab,Surface water,-9999,7.2,-9999,-9999,-9999,-0.47,2.631,2.202,0.217,0.2117,1.3932,0.065,0.08,0.125,3.5196,0.5917,5.1955,0.5282,2.8575,0.998,0.0246,6.35,0.0036,0.052,77.2,6350,24.2,1.44,0.211,0.0513,0.534,31.8,0.0154,0.1666,0.874,1.78,0.169,0.0404,114,0.0056,0.0001,0.054,0.0015,0.027,5.09,88.2,239,21.6,0.615,12.8,3.16,20.5,3.08,17.55,4,11.09,1.48,11.09,1.767,0.234,0.0314,7.77,-10.3,-87.9,-12.8,-0.008,0.032,1.4,2.917,0.036,
3/23/2011 16:30,VGJJ7,JEMEZ_S249,GRAB,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,-9999,5.83,3.52,0.235,0.7022,2.3232,0.065,0.0214,0.125,2.4917,0.223,4.5256,0.8025,8.3069,1.1867,0.0285,15.9,0.0061,0.023,116.8598,15900,16.39,7.39,1.01,0.261,3.2,162,0.0573,0.321,0.648,2.22,0.851,0.1352,271,1.21,0.0738,0.021,0.011,0.057,11,277,548,67.1,66.4,51.5,8.42,55.9,8.33,48.75,9.69,28.7,3.936,26.8,4.15,0.009,0.1041,73.1,-9999,-84.7,-11.7,0.006,0.018,1.27,2.446,0.052,
3/21/2011 15:00,VGJJ7,JEMEZ_S250,GRAB_Auto,Grab,Surface water,-9999,6.9,-9999,-9999,-9999,-9999,5.709,4.195,0.345,0.6073,2.4606,0.065,0.08,0.125,2.5981,0.2127,4.2731,0.756,7.5215,1.3477,0.0283,14.1,0.0066,0.021,114.6593,14100,15.84,6.43,0.932,0.228,5.78,149,0.0645,0.386,8.35,11.92,0.819,0.0349,277,1.17,0.0001,0.003,0.013,0.055,11.6,274,547,68.7,72.6,50.1,9.19,55.8,8.37,48.35,9.94,27.9,3.928,25.9,4.04,0.007,0.368,58.5,-9999,-85.3,-12,-0.01,0.019,-9999,-9999,-9999,
3/25/2011 15:00,FLUME_LLJ,JEMEZ_S251,GRAB_Auto,Grab,Surface water,-9999,6.8,-9999,-9999,-9999,-9999,2.714,2.009,0.176,0.2069,1.4569,0.065,0.08,0.125,3.3885,0.4771,3.6671,0.3106,1.8797,0.5811,0.0248,6.58,0.0035,0.02,55.8,6580,30.6,1.06,0.22,0.0448,0.344,24.5,0.0113,0.1288,0.3684,1.081,0.184,0.0344,109,0.0991,0.0001,0.003,0.0015,0.014,5.15,77.9,222,21.3,0.615,13.7,2.99,20.2,3.03,17.85,3.64,10.56,1.39,10.06,1.805,0.234,0.0474,9.3,-9999,-89.1,-12.7,-0.01,0.036,-9999,-9999,-9999,
3/24/2011 15:00,FLUME_LLJ,JEMEZ_S252,GRAB_Auto,Grab,Surface water,-9999,6.7,-9999,-9999,-9999,-9999,2.659,2.074,0.184,0.0083,1.126,0.065,0.08,0.125,3.273,0.5033,3.8685,0.3248,2.0584,0.6351,0.0243,6.54,0.0035,0.035,30.7,6540,27.4,0.702,0.206,0.0456,0.227,13.4,0.0085,0.1969,1.54,2.16,0.237,0.0458,72.9,0.109,0.0001,0.003,0.052,0.018,5.71,49.8,115,12.7,0.829,6.16,0.725,14.2,1.63,10.59,2.31,6.67,1.06,6.27,0.987,0.234,0.0006,4.58,-9999,-89.4,-12.7,-0.008,0.033,-9999,-9999,-9999,
3/23/2011 16:00,FLUME_MCZOB,JEMEZ_S253,GRAB_Auto,Grab,Surface water,-9999,6.7,-9999,-9999,-9999,-9999,2.308,10.41,0.483,0.0355,2.3908,0.065,0.08,0.125,12.202,0.5463,7.0516,0.6232,1.1725,3.0338,0.0367,6.9,0.0048,0.1638,128.9375,6900,41.5,12.87,0.475,0.179,3.32,160,0.0777,1.6,4.04,5.59,0.433,0.107,1210,0.0667,0.0048,0.007,0.0831,0.0543,17.2,770,1370,221,636,222,37.7,238,34.8,211.2,42.7,129.1,18.4,118.5,19.3,0.007,0.245,90.5,-9999,-91.8,-12.8,0.004,0.034,-9999,-9999,-9999,
3/28/2011 13:30,FLUME_MCZOB,JEMEZ_S254,GRAB,Grab,Surface water,-9999,7.3,-9999,-9999,-9999,-0.41,2.026,11.5,0.503,0.2268,1.7434,0.0594,0.08,0.0759,9.7097,0.506,6.1487,0.5034,1.0168,2.4873,0.035,7.06,0.0059,0.1857,135.5098,7060,36.8,16.47,0.593,0.184,6.4,172,0.0857,0.798,1.63,4.62,0.498,0.143,1450,0.0751,0.0166,0.015,0.116,0.0574,16.2,926,1580,263,786,267,45.7,284,42.7,250.2,51.5,150.1,21.3,139.5,22.5,0.005,0.198,98.7,-9999,-93.2,-12.8,-0.006,0.025,1.31,6.52,0.009,
3/25/2011 14:00,FLUME_MCZOB,JEMEZ_S255,GRAB,Grab,Surface water,-9999,6.8,-9999,-9999,-9999,-0.63,2.333,11.2,0.531,0.3146,1.905,0.065,0.08,0.125,10.1269,0.5746,6.2256,0.5212,0.9977,2.7782,0.035,6.82,0.0051,0.1646,132.219,6820,41.6,13.77,0.625,0.221,2.95,202,0.0784,0.761,2.07,3.8,0.468,0.0816,1440,0.0659,0.0397,0.013,0.0746,0.05,16.9,982,1720,280,791,278,47.4,289,42.5,256.2,51.7,152.1,21.5,144.5,23,0.005,0.176,96.2,-15.3,-93.1,-12.9,0.011,0.026,1.33,4.755,0.02,
3/25/2011 16:00,FLUME_MCZOB,JEMEZ_S256,GRAB_Auto,Grab,Surface water,-9999,6.7,-9999,-9999,-9999,-9999,2.234,10.82,0.454,0.1365,1.8604,0.065,0.08,0.125,8.538,0.0715,6.4812,0.5596,1.2037,2.86,0.0356,6.81,0.0048,0.1572,91.1486,6810,32,14.07,0.526,0.206,3.84,180,0.0888,0.889,2.83,4.9,0.466,0.0626,1310,0.066,0.0052,0.004,0.0908,0.048,17.2,912,1540,255,739,254,41.7,262,39.6,229.2,47.1,139.1,20,132.5,21.2,0.002,0.189,81.4,-9999,-93.2,-13.1,-0.005,0.024,-9999,-9999,-9999,
3/26/2011 16:00,FLUME_MCZOB,JEMEZ_S257,GRAB_Auto,Grab,Surface water,-9999,6.7,-9999,-9999,-9999,-9999,2.252,10.7,0.462,0.0067,1.7975,0.065,0.08,0.5254,8.013,0.2471,6.3748,0.5242,1.024,2.7118,0.0345,6.47,0.0048,0.148,120.6161,6470,37.2,13.77,0.474,0.161,4.36,157,0.0668,0.73,2.38,4.66,0.451,0.0627,1350,0.0665,0.0001,0.009,0.086,0.047,15.5,881,1470,251,793,256,42.7,267,38.9,238.2,48.8,141.1,20.2,133.5,21.3,0.004,0.223,88.5,-9999,-96,-13,-0.004,0.023,-9999,-9999,-9999,
3/27/2011 16:00,FLUME_MCZOB,JEMEZ_S258,GRAB_Auto,Grab,Surface water,-9999,6.7,-9999,-9999,-9999,-9999,2.224,13.12,1.014,0.0143,1.4363,0.0615,0.08,0.125,8.1939,0.27,6.4439,0.5282,1.0733,2.5353,0.0351,6.67,0.005,0.1744,135.2159,6670,31.8,14.37,0.5,0.177,6.75,161,0.0897,0.851,2.01,4.44,0.469,0.0842,1470,0.0678,0.0009,0.004,0.0951,0.048,16.1,952,1630,276,823,281,45,292,43.3,251.2,52.6,154.1,21.6,148.5,22.8,0.005,0.189,95.1,-9999,-96.1,-13.3,0.016,0.02,-9999,-9999,-9999,
3/24/2011 16:00,FLUME_MCZOB,JEMEZ_S259,GRAB_Auto,Grab,Surface water,-9999,6.6,-9999,-9999,-9999,-9999,2.308,11.02,0.479,0.0031,1.6337,0.065,0.08,0.125,10.0771,0.2796,6.9063,0.5728,1.191,2.9776,0.0364,7.09,0.0046,0.14,96.1512,7090,34.2,14.07,0.588,0.238,2.89,205,0.0855,0.726,3.61,5.09,0.451,0.0765,1260,0.0627,0.6,0.004,0.083,0.0535,16.4,914,1650,255,653,243,39,254,37.5,221.2,44.4,134.1,19.3,127.5,20.1,0.002,0.164,77.4,-9999,-90.6,-12.7,-0.003,0.027,-9999,-9999,-9999,
