DateTime,SiteCode,SampleCode,SamplingMethod,SampleType,SampleMedium,pH,Temp,EC,DO,TIC,TOC,TN,F,Cl,NO2,Br,NO3,SO4,PO4,Be9,B11,Na23,Mg24,Al27,Si28,P31,K39,Ca40,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Sr88,Y89,Mo98,Ag107,Cd114,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,TI205,Pb208,U238,dD,d18O,NH4-N,Ortho-P,FI,HIX,UVA254,UVA280,SUVA254,SUVA280,SamplingNote
MST,,,,,,pH,degC,uS/cm,%,mg/L,mg/L,mg/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,umoles/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ug/L,ug/L,ug/L,ug/L,ug/L,ug/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ng/L,ug/L,ug/L,ng/L,‰,‰,mg/L,mg/L,nm/nm,nm/nm,au,au,au,au,
(Detection limit),,,,,,,,,,0.00023,0.00026,0.0002,2.37,0.82,3.34,1.9,0.51,0.84,1.45,0.00424,2.265,0.7582,0.0403,0.00424,0.66,3.2668,0.1443,0.4243,0.0106,0.1527,0.123,0.00212,0.1761,0.1252,0.00636,0.00212,0.01485,0.00849,0.2715,0.0127,0.7637,0.0764,0.0127,0.0382,0.1782,0.00636,0.0191,2.1001,4.5184,0.3606,0.6788,0.1909,0.9758,0.7849,0.0424,0.2969,0.0424,0.2969,0.0212,0.063,0.0212,0.0658,0.00212,0.1365,0.4,0.1,0.01,0.01,,,,,,,
(Lab Method),,,,,,PH_EC1,OxyTem,PH_EC1,OxyTem,TOC-VCSH,TOC-VCSH,TOC-VCSH,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,DionexIC,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,ICP-MS,WIA_LGR,WIA_LGR,SmartChem200,SmartChem200,Fluoromax4,Fluoromax4,UV_Vis,UV_Vis,UV_Vis,UV_Vis,
4/23/2012 22:00,FLUME_LLJ,JEMEZ_s703,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,4.577,0.2,1.185,15.17,1.67,0.95,0.255,29.05,0.725,0.04,0.4975,2628.68,525.65,82.03,9002.69,127.36,777.97,3497.32,1.58,0.06,0.37,0.77,42.6,0.03,0.3,0.84,2.7,0.28,0.34,22.25,208.75,0.15,0.0064,0.04,0.03,0.06,7.96,174.14,457.7,34.86,146.27,35.72,8.96,48.76,7.96,34.83,7.96,16.92,2.99,23.88,2.99,0.01,0.05,26.27,-87.63,-12.52,0.035599999,0.0185,-9999,-9999,-9999,-9999,-9999,-9999,
5/1/2012 10:00,FLUME_UR,JEMEZ_s704,GRAB,Grab,Surface water,6.7,5.4,-9999,58.3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Amber broken
5/1/2012 9:30,FLUME_LR,JEMEZ_s705,GRAB,Grab,Surface water,7,4.2,-9999,70.2,6.045,3.818,0.251,1.185,64.29,1.67,0.95,0.255,84.12,0.725,0.00212,24.63,5474.898,884.5998,52.68,15177.4062,83.56,1893.61,9651.58,0.0053,0.64,0.25,1.45,47.06,0.04,0.00318,0.00106,1.35,0.48,0.07,47.96,161.95,0.0382,0.0064,0.0191,0.0891,0.00318,16.53,146.5,315.8,36.34,0.3394,11.93,2.48,30.86,4.8,40.56,4.69,13.96,1.6,21.03,1.49,0.0329,0.00106,26.48,-80.34,-11.57,-9999,-9999,1.36,3.844407,0.176,0.134,0.046097433,0.035096909,
5/1/2012 9:00,FLUME_RM,JEMEZ_s706,GRAB,Grab,Surface water,6.5,6.3,-9999,58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.01,1.1325,5589.59,578.77,13.15,12257.03,288.26,656.54,4798.4,0.62,0.28,0.2,0.33,5.4,0.02,0.2,0.89,3.21,1.44,0.35,27.6,35.78,0.7,0.0064,0.02,0.0891,0.06,4.37,94.24,183.39,24.76,2.23,8.92,1.21,14.26,4.62,19.39,2.52,11.73,0.0106,13.3,1.06,0.01,0.04,11.79,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Amber broken
5/1/2012 10:30,FLUME_UJ,JEMEZ_s707,GRAB,Grab,Surface water,6.5,6.2,-9999,58.9,3.531,4.585,0.2411,1.185,23.54,1.67,0.95,0.255,35.96,0.725,0.00212,15.56,3078.7612,705.3551,148.76,14706.4491,62.43,1329.85,5862.09,2.26,0.63,1.19,2.45,120.58,0.06,0.00318,1.34,3.17,0.23,0.56,25.32,401.94,0.0382,0.0064,0.0191,0.0891,0.00318,8.48,296.29,674.86,72.45,25.73,37.81,6.56,89.65,13.46,72.91,13.3,47.77,3.72,41.66,7.27,0.0329,0.00106,51.48,-84.35,-12.23,-9999,-9999,1.33,3.029212,0.254,0.19,0.055398037,0.041439477,
5/1/2012 11:30,FLUME_LJ,JEMEZ_s708,GRAB,Grab,Surface water,6.4,9.1,-9999,54.8,5.961,6.66,0.3408,1.185,23.24,1.67,0.95,0.255,36.07,0.725,0.00212,14.15,3432.011,1278.5886,91.07,13806.1253,51.44,1724.13,8756.08,1.54,0.97,0.24,23.23,109.12,0.24,1.57,1.29,33.41,0.44,0.43,46.32,350.12,0.0382,0.0064,0.0191,0.0891,0.00318,26.8,296.89,594.8,76.47,59.74,63.3,16.05,70.97,11.85,74.84,11.54,37.14,5.19,43.04,5.33,0.0329,0.00106,64.99,-77.54,-10.97,-9999,-9999,1.36,5.635132,0.268,0.204,0.04024024,0.030630631,
5/1/2012 12:30,FLUME_HG,JEMEZ_s709,GRAB,Grab,Surface water,6.6,10.8,-9999,56.7,3.184,3.228,0.2131,1.185,19.23,1.67,0.95,0.255,38.5,0.725,0.00212,16.76,2784.5055,1043.5193,113.54,12057.9432,1.6334,1471.15,4760.85,1.69,0.55,0.15,2.44,91.54,0.05,0.00318,0.00106,5.61,0.13,0.61,21.74,344.86,0.0382,0.0064,0.0191,0.0891,0.00318,7.06,271.62,709.43,63.59,0.3394,40.15,2.44,60.26,9.48,60.37,12.96,28.66,1.04,28.6,3.62,0.0329,0.00106,26.62,-85.94,-12.42,-9999,-9999,1.36,2.257001,0.168,0.127,0.05204461,0.039343247,
5/1/2012 13:30,FLUME_ULJ,JEMEZ_s710,GRAB,Grab,Surface water,6.5,12.2,-9999,50.3,3.579,3.189,0.2522,1.185,11.8,1.67,0.95,0.255,28.06,0.725,0.00212,13.64,2541.001,856.4759,97.33,11789.0844,69.96,1112.32,5812.97,3.26,0.68,0.47,2.13,45.27,0.06,0.00318,1.45,9.8,0.2,0.42,24.63,224.55,0.0382,0.0064,0.0191,0.0891,0.00318,6.82,172.41,464.77,45.2,0.3394,32.06,4.73,42.48,4.88,41.1,6.4,20.32,3.18,25.41,1.96,0.0329,0.00106,20.17,-87.33,-12.44,-9999,-9999,1.38,3.30896,0.128,0.097,0.040137974,0.030417059,
4/30/2012 9:00,VGJJ7,JEMEZ_s711,GRAB,Grab,Surface water,7.6,12.8,-9999,74.2,7.143,5.098,0.2865,25.81,25.59,1.67,0.95,0.255,23.44,0.725,0.00212,17.69,7592.3782,1198.6026,73.49,17819.7034,56.47,1333.03,8294.59,1.19,1.07,0.28,3.18,97.7,0.28,0.00318,1.28,1.89,0.6,0.64,40.2,185.53,0.0382,0.0064,0.0191,0.0891,0.00318,17.5,181.96,376.8,48.87,4.11,29.32,6.41,45.36,5.51,36.27,7.32,16.12,1.67,27.14,3.44,0.0329,0.00106,64.53,-80.45,-11.33,-9999,-9999,1.36,5.889681,0.247,0.189,0.048450373,0.037073362,
4/24/2012 22:00,FLUME_UJ,JEMEZ_s712,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,5.237,0.4034,1.185,16.18,1.67,0.95,0.255,35.48,0.725,0.05,2.2044,2794,770,90.49,12281,137.27,1193,3978,1.72,0.23,0.35,2.98,70.42,0.1,0.57,1.6,17.65,0.27,0.09,24.37,310.62,0.27,0.01,0.02,0.03,0.05,9.32,207.11,354.71,47.83,312.42,44.79,12.02,58.12,10.02,52.61,10.02,30.06,5.01,34.07,5.01,0.0329,0.05,48,-83.17,-12.01,0.0147,0.0072,1.32,2.957683,0.289,0.218,0.055184266,0.041626886,
4/25/2012 22:00,FLUME_UJ,JEMEZ_s713,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,5.195,0.2698,1.185,15.93,1.67,0.95,0.255,35.01,0.725,0.05,1.0879,2957,994,133.97,12361,135.49,1272,3894,2.14,0.24,0.34,16.51,97.53,0.24,0.7,2.51,73.54,0.3,0.59,23.98,377.8,0.29,0.01,0.12,0.02,0.05,9.45,271.98,634.94,58.05,194.83,64.09,10.88,64.29,11.87,62.7,10.88,42.82,8.9,43.52,4.95,0.0329,0.13,53.21,-84.24,-12.25,-0.0072,0.0065,1.36,2.905827,0.28,0.21,0.053897979,0.040423484,
4/26/2012 22:00,FLUME_UJ,JEMEZ_s714,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,5.431,0.3517,1.185,16.89,1.67,0.95,0.255,35.91,0.725,0.04,0.5904,3587,810,53.94,12260,154.49,1201,3844,1.33,0.11,0.26,6.2,44.01,0.12,0.53,1.15,39.65,0.28,0.17,23.73,317.83,0.28,0.01,0.07,0.01,0.05,9.55,212.35,310.94,45.42,299.14,53.53,10.82,61.01,9.84,48.61,12.79,30.5,4.92,32.47,4.92,0.0329,0.33,46.25,-82.82,-11.87,-0.0034,-0.0036,1.37,3.405682,0.273,0.205,0.050266986,0.037746271,
4/27/2012 22:00,FLUME_UJ,JEMEZ_s715,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,5.062,0.351,1.185,22.41,1.67,0.95,0.255,34.12,0.725,0.05,0.987,3278,849,104.47,12645,136.21,1153,4124,2.33,0.06,0.76,9.8,90.47,0.19,0.62,1.86,56.5,0.27,0.08,23.9,292.15,0.3,0.0064,0.1,0.01,0.04,11.95,297.09,406.64,48.17,237.97,55.77,9.87,52.31,9.87,50.24,11.84,37.51,5.92,33.56,4.94,0.0329,0.09,46.59,-83.44,-12.1,0.0074,0.0042,-9999,-9999,-9999,-9999,-9999,-9999,
4/28/2012 22:00,FLUME_UJ,JEMEZ_s716,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,4.898,0.317,1.185,20.05,1.67,0.95,0.255,35.54,0.725,0.05,0.989,2912,730,89.86,12269,141.43,1121,3817,1.69,0.09,0.34,1.93,56.35,0.07,0.46,1.21,13.58,0.28,0.21,23.59,279.89,0.28,0.01,0.02,0.0891,0.04,9.41,199.68,336.26,45.25,290.86,42.63,5.93,52.42,11.87,46.19,8.9,23.74,4.95,29.67,4.95,0.0329,0.04,44.11,-84.7,-12.16,0.066,0.0024,-9999,-9999,-9999,-9999,-9999,-9999,
4/29/2012 22:00,FLUME_UJ,JEMEZ_s717,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,4.713,0.2314,1.185,14.94,1.67,0.95,0.255,34.43,0.725,0.04,0.2,3017,760,32.6,12127,114,1120,3942,1.03,0.02,0.35,3.83,29.43,0.1,0.42,1.45,20.92,0.26,0.05,24.44,262,0.28,0.0064,0.02,0.01,0.03,9.98,148.7,201.7,32.98,275.2,39.9,7,43,9,38,8,27,4,27,4,0.0329,0.03,40.4,-84.16,-11.97,0.190500006,-0.0027,-9999,-9999,-9999,-9999,-9999,-9999,
4/30/2012 22:00,FLUME_UJ,JEMEZ_s718,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,4.703,0.2754,1.185,16.32,1.67,0.95,0.255,34.39,0.725,0.06,1.5,10857,1063,131.15,12133,124,1231,4311,1.67,0.15,0.3,28.23,93.84,0.36,1.1,1.65,121.5,0.28,0.35,24.42,364,0.3,0.0064,0.25,0.0891,0.06,9.38,255.3,725,56.6,78,54.8,8,67,13,59.4,12,30,4,32,4,0.0329,0.17,57,-83.32,-12.31,0.0078,0.0097,-9999,-9999,-9999,-9999,-9999,-9999,
4/24/2012 22:00,FLUME_LLJ,JEMEZ_s719,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,4.13,0.3224,1.185,14.86,1.67,0.95,0.255,27.56,0.725,0.05,0.1994,2774,2006,131.83,9764,144.57,901,3900,2.1,0.03,0.41,112.28,82.86,1.34,0.97,1.25,460.01,0.33,0.3,22.62,230.91,0.13,0.03,0.79,0.02,0.18,6.27,200.9,497.5,40.19,130.61,52.54,7.98,42.87,8.97,45.66,7.98,18.94,3.99,17.95,1.99,0.0329,0.11,29.01,-84.75,-11.97,0.0093,-0.0049,-9999,-9999,-9999,-9999,-9999,-9999,
4/25/2012 22:00,FLUME_LLJ,JEMEZ_s720,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,5.131,0.7016,1.185,13.87,1.67,0.95,0.255,27.77,0.725,0.05,0.3992,2784,839,134.28,9382,146.71,816,4066,2.12,0.02,0.32,20.53,78.07,0.3,0.48,1.06,98.93,0.28,0.43,23,236.23,0.15,0.02,0.19,0.02,0.05,8.84,182.23,479.04,41.06,136.73,33.83,8.98,38.92,6.99,33.93,8.98,15.97,2.99,17.96,2.99,0.0329,0.07,25.35,-85.72,-12.21,0.020400001,0.0129,-9999,-9999,-9999,-9999,-9999,-9999,
4/26/2012 22:00,FLUME_LLJ,JEMEZ_s721,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,4.332,0.314,1.185,15.65,1.67,0.95,0.255,28.13,0.725,0.05,0.0988,2597,689,114.71,9026,141.28,810,3516,2.03,0.19,22.84,9.17,138.78,0.2,2.66,1.21,53.07,0.31,0.38,22.71,205.5,2.66,0.05,0.13,0.08,0.06,7.34,172.4,441.64,39.99,134.37,52.36,4.94,49.4,4.94,38.53,8.89,20.75,0.99,17.78,2.96,0.0329,0.13,25.49,-86.16,-12.41,0.0103,0.0085,-9999,-9999,-9999,-9999,-9999,-9999,
4/27/2012 22:00,FLUME_LLJ,JEMEZ_s722,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,5.699,1.062,1.185,18.15,1.67,0.95,0.255,28.49,0.725,0.06,1.0989,3071,559,87.9,9399,151.85,810,3587,1.71,0.1,0.32,2.24,46.3,0.05,0.37,0.87,10.94,0.27,0.08,27.46,201.1,0.2,0.0064,0.03,0.02,0.05,10.22,161.66,475.52,36.56,91.91,26.87,5.99,33.97,6.99,39.96,6.99,15.98,4,17.98,3,0.0329,0.14,22.68,-84.51,-12.33,0.0147,0.0156,-9999,-9999,-9999,-9999,-9999,-9999,
4/28/2012 22:00,FLUME_LLJ,JEMEZ_s723,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,3.469,0.2768,1.185,42.46,1.67,0.95,0.255,28.1,0.725,0.04,0.4995,2828,648,95.79,9407,161.84,698,3835,1.8,0.26,0.32,12.95,60.61,0.19,1.02,4.2,64.78,0.23,0.06,17.55,179.02,0.13,0.09,0.13,0.01,0.05,7.42,162.54,423.58,33.36,117.88,44.56,5.99,32.97,6.99,27.97,5.99,10.99,2,12.99,4,0.01,0.13,21.08,-86.92,-12.55,-0.0007,0.0129,-9999,-9999,-9999,-9999,-9999,-9999,
4/29/2012 22:00,FLUME_LLJ,JEMEZ_s724,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,3.68,0.4057,1.185,13.77,1.67,0.95,0.255,28.54,0.725,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-86.49,-12.41,0.0173,0.0003,-9999,-9999,-9999,-9999,-9999,-9999,
4/30/2012 22:00,FLUME_LLJ,JEMEZ_s725,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,3.971,0.1543,1.185,22.69,1.67,0.95,0.255,25.86,0.725,0.05,1.0956,2716,795,72.32,8507,182.27,800,3297,1.64,0.13,0.43,19.16,48.17,0.33,0.66,6.29,111.19,0.46,0.15,23.75,167.6,0.13,0.04,0.25,0.09,0.09,14.05,125.79,316.73,26.39,147.41,35.46,5.98,32.87,2.99,29.88,6.97,21.91,1.99,11.95,1.99,0.0329,4.11,25.46,-86.06,-12.44,0.034400001,0.037300002,-9999,-9999,-9999,-9999,-9999,-9999,
5/9/2012 13:00,FLUME_UR,JEMEZ_s726,GRAB,Grab,Surface water,7.1,9.7,-9999,51.8,5.376,3.525,0.2118,1.185,53.76,1.67,0.95,0.255,78.48,0.725,0.00212,20.82,4936.4093,1474.4171,35.27,14029.2594,80.22,1743.12,10696.87,0.0053,0.75,0.25,28.26,108.71,0.6,0.00318,1.11,162.08,0.36,0.48,47.9,110.48,0.0382,0.0064,0.0191,0.0891,0.00318,10.15,83.9,150.84,17.89,16.44,0.11,6.51,19.45,5.03,22.85,3.78,6.66,0.0106,11.79,1.35,0.0329,0.00106,12.69,-81.1,-11.96,0.065399997,0.052200001,-9999,-9999,-9999,-9999,-9999,-9999,
5/9/2012 13:30,FLUME_LR,JEMEZ_s727,GRAB,Grab,Surface water,7.1,11.6,-9999,50.8,5.637,3.596,0.2125,1.185,51.58,1.67,0.95,0.255,60.75,0.725,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-75.7,-10.33,-0.0042,0.061099999,-9999,-9999,-9999,-9999,-9999,-9999,
5/9/2012 14:00,FLUME_RM,JEMEZ_s728,GRAB,Grab,Surface water,6.7,20.1,-9999,49.5,4.846,2.921,0.1879,10.51,26.62,1.67,0.95,0.255,28.69,0.725,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-79.04,-11.43,-0.017100001,0.170399994,-9999,-9999,-9999,-9999,-9999,-9999,
5/9/2012 12:00,FLUME_UJ,JEMEZ_s729,GRAB,Grab,Surface water,6.9,8.4,-9999,65.3,3.619,7.378,0.9031,1.185,26.48,1.67,0.95,0.255,34.05,0.725,0.00212,10.28,3019.2332,1077.5334,43.77,14237.0715,54.05,1422.84,6173.18,1.1,0.52,0.2,11.38,61.41,0.23,0.00318,0.00106,60.58,0.2,0.17,24.82,361.23,0.0382,0.0064,0.0191,0.0891,0.00318,7.78,186.79,285.7,51.56,122.24,34.72,6.37,58.11,9.34,59.61,10.01,34.77,3.44,30.51,4.23,0.0329,0.00106,39.31,-83.98,-12.27,0.0557,-0.0042,1.33,3.697177,0.271,0.205,0.036730821,0.027785308,
5/9/2012 11:15,FLUME_LJ,JEMEZ_s730,GRAB,Grab,Surface water,6.9,9.2,-9999,53.4,6.73,5.872,0.3437,1.185,72.65,1.67,0.95,0.255,30.29,0.725,0.00212,13.19,3798.1047,1596.0245,22.12,14567.9196,75.27,2184.69,9956.35,0.0053,0.84,0.19,9.85,24.87,0.09,0.00318,0.00106,11.8,0.54,0.58,53.01,194.56,0.0382,0.0064,0.0191,0.0891,0.00318,28.33,129.62,183.9,31.17,91.82,19.45,13.83,40.47,4.22,31.12,5.55,21.71,1.32,24.36,2.16,0.0329,0.00106,38.04,-80.52,-11.73,-0.0015,0.0126,1.4,5.280649,0.292,0.221,0.04972752,0.03763624,
5/9/2012 10:45,FLUME_HG,JEMEZ_s731,GRAB,Grab,Surface water,7,7.8,-9999,49.1,3.363,5.233,0.7611,1.185,25.29,1.67,0.95,0.255,36.39,0.725,0.00212,10.97,3182.4782,2291.8102,27.67,11336.8236,36.91,1498.71,5102.81,0.0053,0.47,0.17,4.52,21.92,0.11,0.00318,0.00106,18.85,0.12,0.25,23.33,212.52,0.0382,0.0064,0.0191,0.0891,0.00318,6.12,125.35,161.18,32.85,105.83,9.1,7.94,34.59,6.69,42.46,7.52,16.82,0.0106,21.63,2.95,0.0329,0.00106,11.98,-84.89,-12.19,0.0103,-0.0033,1.39,1.488262,0.177,0.135,0.03382381,0.025797822,
5/9/2012 10:00,FLUME_ULJ,JEMEZ_s732,GRAB,Grab,Surface water,7.3,5.5,-9999,64.1,3.489,4.039,0.5704,1.185,23.18,1.67,0.95,0.255,27.42,0.725,0.00212,8.7,2837.8141,2433.3197,26.38,11294.192,65.63,1172.86,5729.54,0.0053,0.45,0.15,2.24,12.84,0.14,0.00318,0.00106,10.22,0.17,0.42,24.72,126.46,0.0382,0.0064,0.0191,0.0891,0.00318,5.79,79.2,150.84,21.09,23.94,4.85,1.56,27.84,4.83,28.84,5.61,15.88,0.76,14.75,1.8,0.0329,0.00106,14.4,-86.9,-12.49,0.096600004,-0.0038,1.37,2.914,0.12,0.091,0.029710324,0.022530329,
5/9/2012 9:30,VGJJ7,JEMEZ_s733,GRAB,Grab,Surface water,-9999,-9999,-9999,-9999,8.607,5.634,0.3434,33.19,85.07,1.67,0.95,0.255,18.25,0.725,0.00212,23.73,9486.6447,1397.5137,40.15,16556.9557,71.75,1123.96,8563.85,0.0053,0.87,0.28,1.97,64.4,0.1,0.00318,1.35,10.94,0.63,0.39,44.45,156.17,0.0382,0.0064,0.0191,0.0891,0.00318,35.87,150.61,237.83,36.48,53.18,18.98,7.4,29,4.52,30.1,5.42,16.25,1.27,20.26,1.81,0.0329,0.00106,36.72,-75.99,-11,-0.020300001,-0.0027,1.34,6.195586,0.12,0.091,0.021299255,0.016151935,1 Amber bottle broken
5/1/2012 22:00,FLUME_UJ,JEMEZ_s734,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,4.861,0.193,1.185,15.2,1.67,0.95,0.255,35.47,0.725,0.03,0.891,3597,854,31.53,12411,127.71,1342,4340,1.39,0.18,0.38,1.62,28.58,0.06,0.4,0.73,13.14,0.33,1.32,25.28,237.7,0.34,0.0064,0.02,0.03,0.04,12.14,126.42,160.16,27.03,287.3,34.55,4.95,33.66,5.94,35.64,7.92,32.67,3.96,22.77,4.95,0.0329,0.03,43.96,-81.89,-12.02,0.0152,0.0067,-9999,-9999,-9999,-9999,-9999,-9999,
5/2/2012 22:00,FLUME_UJ,JEMEZ_s735,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,5.528,0.3665,1.185,14.19,1.67,0.95,0.255,34.36,0.725,0.03,1.2961,3637,780,20.29,12106,134.6,1160,4506,1.03,0.06,0.32,2.13,18.57,0.06,0.34,0.55,10.24,0.26,0.17,25.22,207.48,0.27,0.01,0.06,0.04,0.05,10.81,106.58,115.25,24.83,287.04,33.9,3.99,25.92,4.99,28.91,6.98,25.92,2.99,19.94,3.99,0.0329,0.03,41.08,-84,-12.26,0.070900001,0.004,-9999,-9999,-9999,-9999,-9999,-9999,
5/3/2012 22:00,FLUME_UJ,JEMEZ_s736,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,4.839,0.1889,1.185,16.07,1.67,0.95,0.255,33.76,0.725,0.05,1.6932,3479,799,156.85,12330,153.38,1197,4232,2.32,0.03,0.4,2.58,93.3,0.06,0.59,0.84,7.31,0.28,0.36,24.81,278.88,0.32,0.01,0.01,0.03,0.04,9.86,215.43,471.11,49.8,198.2,49.5,5.98,51.79,5.98,50.8,10.96,34.86,5.98,35.86,2.99,0.0329,0.05,51.39,-83.93,-11.93,0.0101,0.0053,-9999,-9999,-9999,-9999,-9999,-9999,
5/4/2012 22:00,FLUME_UJ,JEMEZ_s737,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,5.472,0.3658,1.185,14.7,1.67,0.95,0.255,33.18,0.725,0.04,3.018,3907,840,50.1,12118,150.9,1278,4114,1.52,0.03,0.39,1.99,73.61,0.06,3.92,1.75,13.17,0.33,0.68,26.17,226.35,0.34,0.0064,0.03,0.03,0.06,13.45,123.34,184.7,30.85,276.35,23.84,9.05,37.22,5.03,35.21,8.05,31.19,2.01,25.15,2.01,0.0329,0.05,42.96,-83.94,-11.93,0.005,-0.0042,-9999,-9999,-9999,-9999,-9999,-9999,
5/5/2012 22:00,FLUME_UJ,JEMEZ_s738,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,4.577,0.1783,1.185,29.18,1.67,0.95,0.255,33.74,0.725,0.03,2.6973,3478,777,38.9,12277,160.84,1182,3983,1.24,0.07,0.3,0.8,29.07,0.04,0.48,1.11,3.84,0.26,0.16,25.66,232.27,0.32,0.01,0.02,0.03,0.04,10.63,126.97,188.21,29.49,277.22,38.46,5.99,38.96,5,34.97,7.99,22.98,4,24.98,5,0.0329,0.03,43.96,-85,-12.29,0.0048,0.0067,-9999,-9999,-9999,-9999,-9999,-9999,
5/1/2012 22:00,FLUME_LLJ,JEMEZ_s739,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,3.467,0.1746,1.185,16.61,1.67,0.95,0.255,31.74,0.725,0.03,0.9405,4133,626,38.59,9745,17.92,773,3708,1,0.17,0.39,2.54,18.43,0.07,0.34,0.65,14.67,0.25,0.05,23.79,118.9,0.15,0.01,0.01,0.24,0.05,16.71,83.46,182.66,17.42,172.26,22.97,4.95,21.78,3.96,20.79,2.97,13.86,2.97,11.88,1.98,0.01,0.04,9.36,-84.57,-11.88,0.100599997,-0.0036,-9999,-9999,-9999,-9999,-9999,-9999,
