SiteCode,SampleCode,Sample_Date,DateTime,Gage_Ht,Temperature  (C),pH (pH),EC (uS/cm),Cl (mg/L),NO3-N (ug N/L),SO4 (mg/L),Na (mg/L),K (mg/L),Mg (mg/L),Ca (mg/L),NH4-N (ug/L),PO4 (mg/L),dissolved org C (mg/L),dissolved inorganic C (mg/L),total dissolved N (mg/L),total dissolved P (ug P/L),SiO2 (mg/L),dissolved org N (mg/L),total suspended sediment (mg/L)
Q2,25934,9/19/2006,9/19/2006 8:52,0.06,23,7.24,108.1,7.06,102.47,0.89,7.85,0.86,3.01,7.17,2.5,13.65,0.53,-9999,0.14,-9999,32.26,0.04,4.2
QG,25928,9/19/2006,9/19/2006 12:23,8.6,22.1,6.67,51.1,6.02,32.6,0.39,5.3,0.43,1.04,2.95,6.22,2,0.6,-9999,0.1,-9999,19.6,0.06,4.3
RS,25936,9/19/2006,9/19/2006 10:13,-9999,24.7,7.51,117.2,11.1,108.35,0.77,9.76,0.89,3.34,6.05,6.2,8.57,0.88,-9999,0.19,-9999,29.35,0.07,1.2
QS,25941,9/26/2006,9/26/2006 9:23,3.38,22.8,6.83,44.7,5.18,61.98,0.55,3.92,0.26,1.29,2.48,2.5,2,2.12,-9999,0.15,-9999,9.64,0.09,1.9
QP,25942,9/26/2006,9/26/2006 9:35,1.43,23.1,7.05,71.3,6.88,52.2,0.47,5.47,0.35,2.77,3.88,2.5,2,1.54,-9999,0.14,-9999,17.92,0.09,6.9
RS,25952,9/26/2006,9/26/2006 10:12,-9999,24.29,7.32,69.6,-9999,2.5,-9999,5.99,0.66,1.97,3.04,2.5,2,2.66,-9999,0.12,-9999,19.94,0.11,11.21
Q3,25951,9/26/2006,9/26/2006 8:45,0.67,23.13,6.64,64.5,6.43,2.5,0.6,5.86,0.67,2.3,4,2.5,2,1.84,-9999,0.09,-9999,21.43,0.09,4.46
Q2,25950,9/26/2006,9/26/2006 8:54,0.11,23.45,6.74,54.4,5.72,53.47,0.81,5.68,0.89,2.02,5.13,43.57,5.56,2.34,-9999,0.22,-9999,21.98,0.13,16.67
Q1,25949,9/26/2006,9/26/2006 9:00,0.76,23.33,6.13,65,6.83,10.4,1.06,6.51,0.93,2.28,4.6,6.5,2,2.25,-9999,0.11,-9999,25.26,0.1,24
QG,25944,9/26/2006,9/26/2006 11:45,8.72,22,6.78,47.3,5.64,54.72,0.4,4.89,0.43,0.96,2.67,2.5,2,0.95,-9999,0.12,-9999,17.05,0.07,11.4
MPR,25947,9/26/2006,9/26/2006 7:57,2.21,23.97,6.91,75,6.01,2.5,1.03,5.41,0.64,1.58,7.09,2.5,2,1.91,-9999,0.1,-9999,17.42,0.1,0.97
RES4,25946,9/26/2006,9/26/2006 10:57,4.09,25.4,6.92,75.2,-9999,2.5,0.15,-9999,0.1,-9999,1.89,2.5,2,0.31,-9999,0.04,-9999,-9999,0.03,4.5
RI,25945,9/26/2006,9/26/2006 12:00,1.27,23.3,6.67,56.1,5.32,97.88,0.41,5.02,0.57,1.19,3.79,5.11,2,1.01,-9999,0.16,-9999,20.31,0.06,16.7
Q2,25966,10/3/2006,10/3/2006 8:56,0.08,23.5,7.29,77.8,6.08,61.41,0.84,6.63,0.87,2.43,5.99,2.5,8.35,0.93,-9999,0.12,-9999,26.79,0.06,4.29
Q3,25967,10/3/2006,10/3/2006 8:48,0.57,23.04,7.33,72.5,6.79,90.21,0.58,6.62,0.68,2.7,4.56,6.75,7.59,1.13,-9999,0.13,-9999,24.34,0.03,-9999
Q1,25965,10/3/2006,10/3/2006 9:03,0.73,23.3,7.26,86.1,7.56,161.29,1.18,8.07,1,2.96,5.88,2.5,15.92,0.9,-9999,0.2,-9999,28.49,0.03,19.38
MPR,25963,10/3/2006,10/3/2006 10:20,2.04,23.91,7.48,75.5,5.96,35.81,1.01,5.52,0.62,1.59,7.7,2.5,2,1.78,-9999,0.13,-9999,17.79,0.09,0.1
RES4,25962,10/3/2006,10/3/2006 10:51,4.04,26.3,7.17,88.4,7.72,54.27,0.59,6.64,0.43,3.1,6.44,2.5,2,1.93,-9999,0.13,-9999,17.49,0.08,4
RI,25961,10/3/2006,10/3/2006 11:53,1.21,22.6,6.73,63.3,5.59,108.02,0.37,5.55,0.58,1.34,4.29,2.5,2,0.76,-9999,0.15,-9999,21.54,0.04,1.5
QG,25960,10/3/2006,10/3/2006 11:41,-9999,21.9,6.68,51,5.99,49.21,0.38,5.34,0.44,1.03,2.96,2.5,2,0.73,-9999,0.09,-9999,19.25,0.04,9.4
QP,25958,10/3/2006,10/3/2006 9:45,1.42,23.1,7.09,77,6.65,61.38,0.5,5.86,0.34,3.1,4.44,2.5,2,1.76,-9999,0.14,-9999,18.47,0.07,7.01
QS,25957,10/3/2006,10/3/2006 9:30,3.23,23,6.94,47.8,5.41,35.43,0.55,4.15,0.27,1.4,2.69,2.5,2,2.46,-9999,0.14,-9999,10.56,0.1,-9999
RS,25968,10/3/2006,10/3/2006 10:35,-9999,24.61,7.49,86.8,9.66,87.2,0.76,8.46,0.87,2.75,5.78,5.71,5.7,1.6,-9999,0.19,-9999,30.59,0.09,5.47
Q2,25982,10/10/2006,10/10/2006 8:56,0.1,23.38,7.05,65.7,5.75,74.69,0.76,5.79,0.9,2.02,5.15,2.5,6.08,2.08,-9999,0.17,-9999,22.01,0.09,23.11
Q3,25983,10/10/2006,10/10/2006 8:46,0.7,23.09,7.01,72.2,6.5,65.72,0.64,5.8,0.67,2.25,3.89,2.5,7.59,1.9,-9999,0.18,-9999,20.49,0.11,4.3
QS,25973,10/10/2006,10/10/2006 9:10,3.71,22.9,6.67,46.3,6.07,44.25,0.54,4.08,0.28,1.33,2.62,2.5,2,2.58,-9999,0.12,-9999,8.22,0.08,0.7
QP,25974,10/10/2006,10/10/2006 9:25,1.46,23.1,6.75,72.3,7.12,45.87,0.54,5.52,0.34,2.81,4.04,2.5,2,2,-9999,0.13,-9999,15.99,0.08,11.63
QG,25976,10/10/2006,10/10/2006 12:09,-9999,22,6.54,49.5,5.87,48.6,0.46,5.01,0.45,0.98,2.71,2.5,2,1.17,-9999,0.11,-9999,17.3,0.06,11.4
RI,25977,10/10/2006,10/10/2006 11:55,1.26,22.5,6.53,54.8,5.36,121.58,0.48,4.78,0.56,1.14,3.78,2.5,4,1.76,-9999,0.18,-9999,17.51,0.06,7.27
RES4,25978,10/10/2006,10/10/2006 10:58,4.38,25.8,6.63,73.7,7.4,30.28,0.7,5.51,0.43,2.33,4.99,2.5,2,3.68,-9999,0.19,-9999,11.59,0.16,12.41
MPR,25979,10/10/2006,10/10/2006 9:46,2.36,23.79,6.52,65.3,6.44,45.87,0.96,5.26,0.59,1.47,6.88,2.5,2,2.3,-9999,0.16,-9999,15.2,0.11,6.71
RS,25984,10/10/2006,10/10/2006 10:00,-9999,24.11,7,63.1,7.72,74.14,0.75,6.29,0.76,1.7,3.69,2.5,2,2.59,-9999,0.2,-9999,15.46,0.12,13.43
Q1,25981,10/10/2006,10/10/2006 9:01,0.77,23.34,7.29,61.9,6.57,114.26,1.01,6.36,0.98,2.14,4.27,2.5,7.22,2.4,-9999,0.22,-9999,23.99,0.1,65.5
RI,25993,10/17/2006,10/17/2006 11:46,1.21,22.4,6.43,64.3,5.65,104.23,0.37,5.61,0.6,1.35,4.25,8.65,2,0.66,-9999,0.15,-9999,23.19,0.04,2.8
QP,25990,10/17/2006,10/17/2006 9:35,1.4,23.1,6.71,80.6,7.45,33.47,0.47,6.05,0.36,3.23,4.64,2.5,2,1.11,-9999,0.11,-9999,19.64,0.07,4.5
QG,25992,10/17/2006,10/17/2006 11:33,-9999,21.9,6.31,51.1,5.94,56.62,0.39,5.3,0.44,1.05,3.02,2.5,2,0.71,-9999,0.09,-9999,19.33,0.04,4.2
RS,26000,10/17/2006,10/17/2006 10:35,-9999,23.93,6.95,91.3,10,112.21,0.76,8.88,0.85,2.83,5.76,2.5,6.46,0.96,-9999,0.17,-9999,26.47,0.06,1.4
Q3,25999,10/17/2006,10/17/2006 9:00,0.55,22.89,7.39,82.3,7.63,103.09,0.58,7.51,0.71,3.03,5.06,2.5,10.43,0.61,-9999,0.16,-9999,27.54,0.05,1.7
Q2,25998,10/17/2006,10/17/2006 9:06,0.09,23.3,7.43,91.8,6.77,112.29,0.96,7.58,0.87,2.83,6.71,2.5,13.08,0.63,-9999,0.16,-9999,28.59,0.05,11.64
Q1,25997,10/17/2006,10/17/2006 9:14,0.74,23,7.41,99.4,8.2,173.33,1.26,9.05,0.93,3.3,6.49,2.5,22.73,0.49,-9999,0.21,-9999,30.38,0.03,15.42
MPR,25995,10/17/2006,10/17/2006 10:26,1.91,23.62,6.57,96.9,7.12,73.71,1.18,6.67,0.67,2.04,8.62,6.47,2,0.78,-9999,0.11,-9999,22.49,0.03,-9999
RES4,25994,10/17/2006,10/17/2006 10:42,3.85,25.7,6.94,111.6,8.93,65.81,0.63,7.71,0.42,3.92,6.35,2.5,7.04,1.32,-9999,0.13,-9999,20.17,0.07,0.5
QS,25989,10/17/2006,10/17/2006 9:20,3.16,23.1,6.34,52.7,6.33,60.52,0.51,4.6,0.29,1.56,2.99,2.5,2,1.19,-9999,0.13,-9999,12.12,0.06,-9999
QS,26005,10/24/2006,10/24/2006 9:15,3.02,22.8,6.32,53.7,6.28,77.13,0.51,4.72,0.29,1.62,3.06,2.5,2,1.16,-9999,0.14,-9999,12.59,0.06,-9999
MPR,26011,10/24/2006,10/24/2006 10:15,2.01,23.75,7.39,82.7,6.71,35.83,1.11,6.5,0.68,2,9.1,2.5,4.19,1.07,-9999,0.1,-9999,22.24,0.06,-9999
QP,26006,10/24/2006,10/24/2006 9:25,1.36,22.9,6.87,88.4,7.76,59.94,0.45,6.65,0.37,3.63,5.15,2.5,2,0.99,-9999,0.11,-9999,20.91,0.05,5.73
QG,26008,10/24/2006,10/24/2006 12:05,-9999,21.9,6.51,49.4,5.89,57,0.4,5.07,0.45,0.99,2.87,2.5,2,0.89,-9999,0.1,-9999,18.2,0.03,4.6
Q3,26015,10/24/2006,10/24/2006 8:50,0.56,22.96,7.34,73.4,7.23,108.35,0.56,7.12,0.74,2.82,4.82,2.5,8.16,0.88,-9999,0.14,-9999,26.63,0.03,4.79
Q2,26014,10/24/2006,10/24/2006 8:57,0.19,23,7.36,79.8,6.31,106.07,0.88,7.27,0.9,2.65,6.48,7.2,10.05,1.14,-9999,0.15,-9999,27.3,0.04,18.5
RS,26016,10/24/2006,10/24/2006 10:26,-9999,24.36,7.6,75.1,9.46,121.71,0.75,8.15,0.85,2.24,4.7,2.5,2,1.24,-9999,0.18,-9999,23.97,0.06,9.5
Q1,26013,10/24/2006,10/24/2006 9:22,0.78,23,7.36,88.7,8.01,144.89,1.21,8.84,0.92,3.21,6.25,2.5,15.35,0.78,-9999,0.19,-9999,29.73,0.05,16
RES4,26010,10/24/2006,10/24/2006 10:56,3.76,26.4,7.1,119.5,8.54,74.1,0.6,7.58,0.42,3.99,7.24,13.27,2,1.59,-9999,0.17,-9999,21.19,0.08,-9999
RI,26009,10/24/2006,10/24/2006 11:51,1.26,22.4,6.48,58.8,5.37,118,0.38,5.37,0.6,1.28,4.13,9.63,2,1.08,-9999,0.16,-9999,20.41,0.03,7.31
RS,26032,10/31/2006,10/31/2006 10:48,-9999,24.2,7.52,95.5,9.74,86.83,0.75,8.4,0.82,2.35,4.31,2.5,6.55,0.9,-9999,0.13,-9999,26.63,0.04,2.3
Q3,26031,10/31/2006,10/31/2006 8:57,0.55,22.95,7.61,90.4,7.39,76.62,0.61,7.2,0.7,2.79,4.36,5.01,8.72,0.96,-9999,0.12,-9999,29.28,0.04,1.2
Q2,26030,10/31/2006,10/31/2006 9:05,0.15,23.3,7.56,97.3,6.76,110.15,0.89,7.6,0.9,2.84,6.82,2.5,12.67,0.57,-9999,0.13,-9999,33,0.02,5.5
RI,26025,10/31/2006,10/31/2006 12:13,1.2,22.5,6.39,63.5,5.56,105.47,0.38,5.54,0.59,1.34,4.25,2.5,2,0.61,-9999,0.13,-9999,23.06,0.03,2.2
Q1,26029,10/31/2006,10/31/2006 9:11,0.76,23,7.49,228,8.15,178.33,1.26,8.81,0.92,3.19,6.27,7.44,18.59,0.57,-9999,0.17,-9999,36.49,0.01,12.93
MPR,26027,10/31/2006,10/31/2006 10:32,1.97,23.84,7.13,99.3,6.66,63.77,1.1,6.12,0.63,1.81,7.69,11.57,5.36,1.21,-9999,0.11,-9999,20.37,0.03,0.4
RES4,26026,10/31/2006,10/31/2006 11:11,3.86,26.2,6.91,95.7,7.77,57.48,0.63,11.8,-9999,-9999,5.9,8.17,2,1.91,-9999,0.12,-9999,19.35,0.06,1.1
QP,26022,10/31/2006,10/31/2006 9:33,1.36,23.1,6.63,83.8,7.34,47.38,0.47,6.33,0.37,3.43,4.88,2.5,2,1.53,-9999,0.11,-9999,20.33,0.06,7.63
QS,26021,10/31/2006,10/31/2006 9:20,3.19,22.9,6.34,49.8,5.79,55.23,0.58,4.34,0.28,1.49,2.91,9.87,2,2.01,-9999,0.17,-9999,11.62,0.1,0.4
QG,26024,10/31/2006,10/31/2006 12:01,-9999,21.8,6.56,50.9,5.91,62.31,0.38,5.3,0.44,1.01,3.01,5.74,2,0.68,-9999,0.04,-9999,19.5,0.01,2.1
Q2,26046,11/7/2006,11/7/2006 9:07,0.1,22.5,7.07,106,6.78,145.65,0.92,7.79,0.82,2.96,7.01,2.5,2,0.49,-9999,0.13,-9999,28.38,0.01,7.6
Q3,26047,11/7/2006,11/7/2006 8:53,0.51,22.34,7.15,97,7.67,94.94,0.59,7.45,0.63,2.97,4.87,5.28,8.82,0.56,-9999,0.13,-9999,27.6,0.03,1.9
Q1,26045,11/7/2006,11/7/2006 9:15,0.75,22.5,7.05,110.5,8.21,144.52,1.25,8.95,0.88,3.22,6.18,2.5,16.81,0.49,-9999,0.17,-9999,30.16,0.02,15.73
MPR,26043,11/7/2006,11/7/2006 9:40,1.91,22.63,7.69,108.8,6.97,72.09,1.16,6.65,0.66,2.06,9.11,2.5,2,0.99,-9999,0.14,-9999,23.05,0.06,6.9
RES4,26042,11/7/2006,11/7/2006 10:43,3.71,24.9,7.32,117.5,8.93,64.37,0.66,7.9,0.37,4.14,8.06,2.5,2,1.51,-9999,0.12,-9999,21.35,0.06,0.2
RI,26041,11/7/2006,11/7/2006 11:45,1.24,22.2,6.25,62.9,5.7,109.52,0.4,5.68,0.59,1.33,4.38,2.5,2,0.74,-9999,0.12,-9999,22.25,0.01,1.3
QG,26040,11/7/2006,11/7/2006 11:30,8.62,21.5,6.35,51.4,5.99,42.89,0.37,5.31,0.45,1.04,3.05,2.5,2,0.76,-9999,0.07,-9999,19.31,0.03,3.2
QP,26038,11/7/2006,11/7/2006 9:16,1.31,22.6,6.57,88.6,7.67,67.59,0.41,6.61,0.35,3.69,5.3,2.5,2,1.08,-9999,0.11,-9999,22.73,0.04,6.1
QS,26037,11/7/2006,11/7/2006 9:05,2.96,22.3,6.15,52.8,6.26,90.79,0.51,4.6,0.28,1.63,3.13,2.5,2,1.3,-9999,0.12,-9999,12.56,0.03,-9999
RS,26048,11/7/2006,11/7/2006 9:53,-9999,22.92,7.52,104.7,10.45,112.65,0.82,8.97,0.79,2.76,5.43,8.44,5.95,0.84,-9999,0.16,-9999,26.81,0.04,2.45
Q2,26062,11/14/2006,11/14/2006 8:58,0.14,22.3,7.29,85,5.92,133.63,0.81,6.21,0.93,2.21,5.28,2.5,10.5,0.93,-9999,0.15,-9999,27.24,0.01,13
Q3,26063,11/14/2006,11/14/2006 8:50,0.62,21.93,7.35,71.7,5.85,93.06,0.59,5.65,0.65,2.18,3.55,16.3,4.77,1.23,-9999,0.16,-9999,23.23,0.05,4.3
QS,26053,11/14/2006,11/14/2006 9:20,3.44,21.6,6.08,42.5,4.85,46.29,0.52,3.74,0.21,1.26,2.45,2.5,2,2.74,-9999,0.13,-9999,8.84,0.08,1.6
QP,26054,11/14/2006,11/14/2006 9:31,1.34,22.2,6.64,80.3,6.87,89.01,0.52,-9999,0.88,0.87,0.87,2.5,2,1.42,-9999,0.12,-9999,20.73,0.03,8.17
QG,26056,11/14/2006,11/14/2006 11:56,-9999,21.4,6.29,44.8,5.21,93.15,0.45,4.64,0.39,0.9,2.5,2.5,2,1.21,-9999,0.12,-9999,16.66,0.02,5.76
RI,26057,11/14/2006,11/14/2006 11:40,1.29,22,6.3,47.3,4.76,110.97,0.46,4.5,0.5,0.96,2.95,2.5,2,1.78,-9999,0.18,-9999,15.55,0.06,8.08
RES4,26058,11/14/2006,11/14/2006 10:46,4.19,23.9,6.68,64,5.66,61.71,0.6,4.9,0.32,2.03,4.22,5.23,2,3.56,-9999,0.18,-9999,11.87,0.11,6.92
MPR,26059,11/14/2006,11/14/2006 10:20,2.42,22.38,7.19,74.5,5.28,95.26,1.02,4.75,0.54,1.24,6.15,2.5,2,1.63,-9999,0.15,-9999,14.55,0.06,3.8
Q1,26061,11/14/2006,11/14/2006 9:13,0.77,22.5,7.21,75.8,7.18,148.56,1.08,7.42,0.98,2.58,4.78,2.5,13.06,0.88,-9999,0.19,-9999,32.19,0.04,23
RS,26064,11/14/2006,11/14/2006 10:37,-9999,22.93,7.12,73.2,7.58,174.92,0.78,6.3,0.72,1.74,3.67,2.5,2,1.61,-9999,0.2,-9999,17.53,0.03,13.5
QS,26069,11/21/2006,11/21/2006 9:20,2.62,22.1,6.33,57.7,6.86,107.93,0.58,4.81,0.27,1.72,3.1,2.5,2,0.92,-9999,0.16,-9999,13.11,0.04,0.8
RI,26073,11/21/2006,11/21/2006 11:46,1.2,21.8,6.47,63.7,5.85,99.87,0.41,5.56,0.55,1.31,3.37,2.5,2,0.69,-9999,0.13,-9999,18.92,0.03,7.35
QP,26070,11/21/2006,11/21/2006 9:33,1.3,22.3,6.91,96.1,8.29,69.84,0.5,6.93,0.34,3.9,5.15,2.5,2,0.99,-9999,0.11,-9999,18.69,0.04,8.29
QG,26072,11/21/2006,11/21/2006 11:29,8.6,21.4,6.42,50.8,6.08,67.96,0.43,5.27,0.39,1.02,2.84,2.5,2,0.89,-9999,0.08,-9999,18.55,0.01,9
RS,26080,11/21/2006,11/21/2006 10:12,-9999,23.42,7.48,95.9,10.25,114.34,0.85,8.68,0.84,2.68,4.82,2.5,4.57,1.21,-9999,0.18,-9999,23.24,0.06,7
Q3,26079,11/21/2006,11/21/2006 8:44,0.55,22.41,7.37,89.5,7.96,91.67,0.59,7.78,0.68,3.08,4.94,2.5,6.35,0.67,-9999,0.14,-9999,27.11,0.05,0.8
Q2,26078,11/21/2006,11/21/2006 8:53,0.1,22.5,7.52,148.2,6.88,105.13,0.93,7.54,0.83,2.83,5.43,2.5,7.73,0.89,-9999,0.16,-9999,27.8,0.05,6.83
Q1,26077,11/21/2006,11/21/2006 8:58,0.76,22.5,7.42,102.8,8.01,150.24,1.21,8.42,0.85,2.95,5.3,2.5,15.63,1.15,-9999,0.2,-9999,31.33,0.05,19.25
MPR,26075,11/21/2006,11/21/2006 10:00,1.88,22.95,7.42,102.1,7.44,52.27,1.25,6.79,0.7,2.09,7.98,2.5,2,0.79,-9999,0.09,-9999,21.55,0.04,0.2
RES4,26074,11/21/2006,11/21/2006 10:40,3.65,25.6,7.14,130.8,9.8,63.64,0.65,8.75,0.41,4.64,6.42,2.5,2,1.2,-9999,0.11,-9999,20.53,0.05,0.7
Q1,26093,11/28/2006,11/28/2006 9:06,0.76,22.8,7.42,88.2,7.72,153.56,1.17,7.98,0.98,2.84,5.41,2.5,18.47,0.84,-9999,0.2,-9999,29.36,0.04,19.74
RES4,26090,11/28/2006,11/28/2006 10:43,4.6,23.9,-9999,73.2,6.14,310.23,0.95,5.2,0.91,2.33,5.44,22.51,21.01,5.52,-9999,0.54,-9999,9.63,0.2,29.43
Q3,26095,11/28/2006,11/28/2006 8:45,0.6,22.42,7.39,66.2,6.07,73.68,0.58,5.93,0.69,2.35,4.02,2.5,7.04,1.31,-9999,0.15,-9999,21.7,0.08,3.73
MPR,26091,11/28/2006,11/28/2006 10:17,2.29,22.96,7.26,66.4,5.3,109.28,1.01,4.7,0.6,1.33,6.15,5.69,5.56,1.99,-9999,0.18,-9999,13.07,0.06,2.6
QP,26086,11/28/2006,11/28/2006 8:45,1.52,22.2,-9999,58.4,5.98,109.31,0.62,4.67,0.38,2.11,3.03,5.1,2,2.75,-9999,0.23,-9999,12.05,0.11,13.04
QG,26088,11/28/2006,11/28/2006 11:32,8.62,21.5,-9999,48.4,5.63,102.66,0.44,4.97,0.4,0.99,2.77,6.95,2,1.05,-9999,0.11,-9999,17.65,0.01,3.08
Q2,26094,11/28/2006,11/28/2006 8:55,0.12,22.8,7.43,80.5,6.27,110.39,0.81,6.62,0.94,2.5,6.09,2.5,13.81,0.86,-9999,0.18,-9999,23.79,0.07,11
RS,26096,11/28/2006,11/28/2006 10:37,-9999,23.28,7.42,63.4,7.42,116.71,0.75,6.37,0.72,1.86,3.79,9.76,5.13,2.03,-9999,0.21,-9999,17.68,0.08,10.67
RI,26089,11/28/2006,11/28/2006 11:48,1.27,22.3,-9999,52.1,4.97,125.92,0.48,4.63,0.51,1.09,3.37,6.59,2,1.54,-9999,0.21,-9999,16.83,0.07,11.05
QS,26085,11/28/2006,11/28/2006 8:30,3.7,21.8,-9999,37.5,4.49,92.53,0.54,3.39,0.24,1.07,2.04,6.91,2,3.17,-9999,0.16,-9999,6.86,0.06,2.69
RI,26105,12/5/2006,12/5/2006 12:01,1.27,21.6,6.28,50.4,6.3,111.41,0.49,5.07,0.56,1.22,3.79,7.05,2,1.37,-9999,0.17,-9999,17.88,0.05,4.53
QG,26104,12/5/2006,12/5/2006 11:45,-9999,21.1,6.23,57.3,6.18,76.35,0.4,5.13,0.44,1.01,2.87,5.86,2,0.95,-9999,0.12,-9999,17.97,0.04,2
QS,26101,12/5/2006,12/5/2006 9:25,4.2,21.2,6.43,44,7.08,34.86,0.51,4.01,0.27,1.18,2.17,6.09,2,2.82,-9999,0.12,-9999,6.06,0.08,2.7
RS,26112,12/5/2006,12/5/2006 10:18,-9999,22.4,7.39,71.6,9.55,94.08,0.71,7.1,0.74,1.84,3.68,5.93,2,1.39,-9999,0.16,-9999,19.57,0.06,8.8
Q3,26111,12/5/2006,12/5/2006 8:50,0.64,21.78,7.32,74.2,8.26,96.87,0.58,7.09,0.75,3.11,4.75,2.5,9.97,1.51,-9999,0.15,-9999,21.2,0.05,6
Q2,26110,12/5/2006,12/5/2006 9:04,0.13,22,7.25,87.6,7.29,105.31,0.89,7.2,0.88,2.68,6.59,2.5,15.98,1.36,-9999,0.17,-9999,23.61,0.06,20.25
Q1,26109,12/5/2006,12/5/2006 9:11,0.77,22.2,7.2,90.8,8.44,139.85,1.11,8.09,0.9,2.9,5.73,2.5,2,1.37,-9999,0.2,-9999,27.28,0.06,40.57
MPR,26107,12/5/2006,12/5/2006 10:06,2.59,22.01,7.13,66.2,7.34,75.04,0.89,5.04,0.56,1.28,6.24,2.5,2,2.3,-9999,0.16,-9999,13.06,0.09,11.5
RES4,26106,12/5/2006,12/5/2006 11:00,4.89,22.7,6.38,67.8,8.11,61.41,0.6,5.36,0.4,2.06,4.21,2.5,2,3.13,-9999,0.19,-9999,11.39,0.12,8.75
QP,26102,12/5/2006,12/5/2006 9:35,1.71,21.7,6.42,57.2,7.68,72.76,0.55,4.77,0.35,1.97,2.87,2.5,2,2.9,-9999,0.17,-9999,10.29,0.09,7.79
Q2,26126,12/12/2006,12/12/2006 8:55,0.1,22,7.62,153.1,7.91,132.78,0.97,7.83,0.89,3.02,6.41,2.5,18.88,0.65,-9999,0.16,-9999,34.29,0.03,12.18
Q3,26127,12/12/2006,12/12/2006 8:45,0.52,21.95,7.51,94,9.01,100.07,0.64,7.64,0.73,3.21,5.42,5.31,12.64,0.56,-9999,0.11,-9999,29.76,0.01,0.88
Q1,26125,12/12/2006,12/12/2006 9:03,0.76,22.2,6.46,95.1,9.66,200.99,1.37,9.21,0.95,3.4,6.65,2.5,23.04,0.43,-9999,0.19,-9999,21.78,0.01,11.6
MPR,26123,12/12/2006,12/12/2006 8:30,1.95,21.92,7.33,101.1,8.18,46.51,1.21,6.56,0.68,2.07,9.31,6.94,6.97,0.8,-9999,0.11,-9999,21.9,0.05,0.24
RES4,26122,12/12/2006,12/12/2006 11:05,4,24,7.03,104.5,10.23,89.7,0.77,7.44,0.46,3.72,7.32,2.5,2,1.29,-9999,0.14,-9999,18.69,0.05,3.9
RI,26121,12/12/2006,12/12/2006 12:06,1.22,22,6.5,63,6.68,142.7,0.44,5.48,0.6,1.36,4.37,2.5,2,0.71,-9999,0.14,-9999,21.53,0.01,7.8
QG,26120,12/12/2006,12/12/2006 11:53,-9999,21,6.59,51.6,6.81,84.88,0.4,5.2,0.45,1.12,3.18,2.5,2,0.75,-9999,0.09,-9999,19,0.01,2.8
QP,26118,12/12/2006,12/12/2006 9:30,1.4,21.9,6.75,80,8.78,71.19,0.47,6.07,0.39,3.18,4.52,2.5,2,0.98,-9999,0.11,-9999,19,0.04,3.4
QS,26117,12/12/2006,12/12/2006 9:15,3.3,21.5,6.44,53.5,7.08,83.82,0.49,4.27,0.29,1.47,2.78,6.84,2,1.02,-9999,0.12,-9999,11.08,0.03,-9999
RS,26128,12/12/2006,12/12/2006 10:52,-9999,22.75,7.37,98.8,11.95,141.23,0.89,8.9,0.85,2.85,6.04,2.5,6.4,0.69,-9999,0.13,-9999,25.94,0.01,1.4
Q2,26142,12/19/2006,12/19/2006 8:57,0.07,21.79,7.38,100.2,7.85,167.53,0.99,7.69,0.9,3.02,7.17,2.5,19.07,0.66,-9999,0.16,-9999,31.42,0.01,7.47
QP,26134,12/19/2006,12/19/2006 9:40,1.36,21.8,6.72,79.2,8.74,102.46,0.49,5.97,0.38,3.17,4.39,5.9,4.13,1.06,-9999,0.1,-9999,18.89,0.01,4.13
RS,26144,12/19/2006,12/19/2006 9:57,-9999,22.32,7.57,94.4,11.65,156.94,0.85,8.57,0.85,2.79,5.68,6.76,8.86,0.82,-9999,0.17,-9999,22.91,0.01,1.73
Q3,26143,12/19/2006,12/19/2006 8:47,0.49,21.64,7.44,89.6,9.17,100.96,0.71,7.61,0.75,3.23,5.32,2.5,12.64,0.6,-9999,0.14,-9999,30.67,0.03,2.2
Q1,26141,12/19/2006,12/19/2006 8:53,0.75,22,7.35,105.6,9.53,245.75,1.47,8.93,0.93,3.36,6.5,2.5,23.04,0.46,-9999,0.18,-9999,37.01,0.01,11.95
RES4,26138,12/19/2006,12/19/2006 11:18,3.91,23.8,6.9,109.7,10.2,101.62,0.68,7.45,0.44,3.92,7.25,7.01,8.1,1.61,-9999,0.15,-9999,17.45,0.05,0.93
QG,26136,12/19/2006,12/19/2006 12:05,-9999,21,6.5,51.8,7.13,65.94,0.49,5.29,0.47,1.12,3,5.32,2,0.84,-9999,0.09,-9999,18.91,0.02,8.68
QS,26133,12/19/2006,12/19/2006 9:30,3.24,21.3,6.33,52.5,7.48,73.75,0.58,4.56,0.32,1.6,2.95,6.64,2,1.33,-9999,0.15,-9999,10.8,0.07,-9999
RI,26137,12/19/2006,12/19/2006 12:19,1.22,21.4,6.42,62,6.53,128.25,0.46,5.47,0.6,1.39,4.51,2.5,2,0.65,-9999,0.13,-9999,20.98,0.01,4.67
MPR,26139,12/19/2006,12/19/2006 9:44,1.97,21.91,7.42,95.5,8.45,92.07,1.31,6.46,0.68,1.99,8.42,8.79,10.18,0.87,-9999,0.13,-9999,18.73,0.03,0.9
RES4,26154,12/26/2006,12/26/2006 11:00,4,23.2,7.06,117.3,9.84,127.97,0.66,7.91,0.47,4.1,8.1,7.07,4.7,1.84,-9999,0.17,-9999,18.84,0.03,7.14
